player_id,team_id,player_fname,player_lname,position,salary,player_email,player_phone,player_country
300158,20058,Dawn,Ruiz,MF,1169335,ruiz.dawn4900@yahoo.ca,(653) 826-4106,Canada
300159,20059,Riley,Meena,MF,1471270,r-meena@protonmail.edu,(278) 502-6233,Brazil
300160,20060,Shoshana,McDonald,MF,2224282,m-shoshana@google.ca,(935) 242-2684,Pakistan
300161,20061,Cyrus,Mitchell,MF,3840899,cyrus-mitchell@protonmail.com,(854) 784-5333,Nigeria
300162,20062,Brock,VanAalsburg,MF,886325,b.vanaalsburg3067@google.edu,(372) 893-1271,Belgium
300163,20063,Alice,Costa,DF,3530556,acosta@outlook.org,(224) 592-9965,Austria
300164,20064,Omar,GAqr,FW,1019576,omar.gr@outlook.net,(661) 318-6163,India
300165,20065,Edan,Little,DF,746653,little_edan3945@google.couk,(212) 953-5756,France
300166,20066,Levi,Clark,FW,3783678,lclark@google.edu,(547) 703-7227,Spain
300167,20067,Ulla,Romeijnders,DF,2098785,u-romeijnders8673@outlook.net,(800) 121-3342,New Zealand
300168,20068,Alisa,Cruz,FW,3447667,a-cruz@aol.edu,(601) 259-6631,Canada
300169,20069,Donovan,Wolf,MF,3717746,donovanwolf3197@hotmail.edu,(432) 806-3565,Sweden
300170,20070,Burton,Marin,DF,3313826,burton.marin3323@protonmail.com,(774) 291-2151,Philippines
300171,20071,Aurelia,Gomez,MF,2381890,gomezaurelia@hotmail.net,(864) 863-5231,China
300172,20072,Ariel,Cameron,FW,1120253,c-ariel8344@outlook.edu,(391) 736-4453,Chile
300173,20073,Allegra,Zuniga,MF,1425799,zunigaallegra3492@icloud.net,(841) 343-1176,Brazil
300174,20074,Leslie,Hudson,DF,3253788,hudson-leslie334@outlook.couk,(621) 712-8566,Netherlands
300175,20075,Tashya,Oteh,MF,770530,tashya_oteh@icloud.edu,(706) 880-5509,Belgium
300176,20076,Shelby,Morales,MF,3900608,smorales@hotmail.edu,(938) 985-7817,Canada
300177,20077,Risa,Schaap,MF,2168458,schaap.risa4926@hotmail.org,(344) 259-7806,Norway
300178,20078,Xaviera,Martina,MF,902645,xmartina46@aol.couk,(923) 847-4858,Costa Rica
300179,20079,Paki,deHaan,DF,3535750,pakidehaan@outlook.edu,(631) 312-4744,Nigeria
300180,20080,Finn,Nadeau,MF,2592455,finn-nadeau@yahoo.couk,(458) 461-8884,Singapore
300181,20081,Beck,Clarke,DF,2353382,clarkebeck7816@google.com,(681) 397-5757,Mexico
300182,20082,Malik,Kennedy,MF,2177742,kennedymalik7878@hotmail.couk,(631) 151-7784,Vietnam
300183,20083,Erin,deAbreu,MF,904417,edeabreu@hotmail.com,(687) 411-6983,France
300184,20084,Todd,Pacheco,FW,1299000,pacheco_todd6055@aol.net,(853) 603-3628,Turkey
300185,20085,Angela,Marti,MF,1141790,angela_marti7755@protonmail.ca,(920) 753-4843,Indonesia
300186,20086,Susan,Boyd,MF,839640,s_boyd1708@outlook.net,(274) 288-9986,Poland
300187,20087,Dustin,Brown,MF,1216172,dustin_brown@yahoo.net,(406) 778-9172,Philippines
300188,20088,Bert,Arsenault,FW,1231128,arsenault-bert9304@icloud.edu,(665) 676-9131,Spain
300189,20089,Charde,Hofman,DF,3487483,c-hofman6451@protonmail.net,(333) 882-5047,Brazil
300190,20090,Germaine,Shum,DF,3162490,shumgermaine@yahoo.edu,(587) 233-1849,Peru
300191,20091,Janna,Aderemi,FW,3688886,a_janna498@icloud.com,(256) 642-6651,France
300192,20092,Maxwell,Liu,MF,3785859,l-maxwell6208@yahoo.net,(336) 577-0447,South Africa
300193,20093,Wanda,Subramani,MF,3533793,s.wanda6650@icloud.com,(480) 386-2918,Canada
300194,20094,Colt,Bergeron,FW,3791499,colt.bergeron@outlook.com,(395) 680-8386,Indonesia
300195,20095,Oleg,GAqngAmr,DF,1670347,o.gngr@yahoo.couk,(750) 730-8432,France
300196,20096,Judah,Steiner,DF,2212343,jsteiner@icloud.couk,(337) 128-1978,Vietnam
300197,20097,Oprah,Diaz,DF,2757247,doprah@aol.net,(604) 181-5832,Germany
300198,20098,Barclay,Estrada,MF,2074129,b.estrada@google.edu,(451) 680-8724,Ireland
300199,20099,Leigh,Frick,DF,1832192,l.frick6137@protonmail.couk,(452) 145-5004,Colombia
300200,20100,Garrett,Soto,FW,1681050,soto.garrett2718@hotmail.net,(344) 326-1446,China
300201,20001,Eaton,Cameron,DF,2398759,c_eaton6037@google.ca,(440) 164-9658,New Zealand
300202,20002,Oliver,Burger,FW,943497,o.burger5387@icloud.org,(480) 743-9413,Spain
300203,20003,Daquan,Chee,DF,3255184,chee.daquan9681@protonmail.edu,(754) 585-8590,Poland
300204,20004,Fuller,JAuger,DF,2594166,j_fuller@yahoo.ca,(465) 236-2526,Ukraine
300205,20005,Colin,Larson,FW,2033775,colin.larson@protonmail.org,(381) 360-7972,Peru
300206,20006,Tatyana,Ogunode,MF,2801109,t-ogunode@hotmail.edu,(446) 806-1594,United Kingdom
300207,20007,Gillian,Tran,DF,742360,g_tran1972@hotmail.net,(331) 222-4294,Ukraine
300208,20008,Bianca,Caetano,MF,909834,b-caetano@hotmail.org,(469) 144-7171,Austria
300209,20009,Desiree,Yip,MF,1600569,yip_desiree@outlook.couk,(155) 462-7354,Nigeria
300210,20010,Samantha,Jacobs,DF,1132604,s.jacobs@outlook.ca,(869) 775-6206,Austria
300211,20011,Susan,AkAon,FW,3214571,a_susan112@aol.edu,(286) 517-3313,India
300212,20012,Lacey,Ellis,FW,921043,ellis_lacey@protonmail.edu,(255) 872-6253,Philippines
300213,20013,Rana,Gallant,FW,2108887,gallantrana@outlook.couk,(847) 983-9558,Peru
300214,20014,Felicia,Harrison,MF,1793700,harrison_felicia3117@google.edu,(513) 767-7527,Canada
300215,20015,Janna,Scholz,MF,3587075,j-scholz@hotmail.couk,(572) 422-9481,Pakistan
300216,20016,Acton,YAoldAorAom,FW,2972597,yldrm.acton8326@icloud.com,(882) 523-7392,Costa Rica
300217,20017,Ina,Lopez,MF,2055649,ilopez@outlook.ca,(624) 594-2657,Indonesia
300218,20018,Demetrius,deWaal,DF,1197470,d.dewaal@hotmail.org,(465) 574-5895,Philippines
300219,20019,Sage,Graham,DF,1671255,graham_sage@hotmail.couk,(718) 485-2711,Sweden
300220,20020,Armando,Segal,DF,2548432,s.armando@hotmail.edu,(273) 699-2481,New Zealand
300221,20021,Sebastian,Koh,DF,3489715,s-koh2373@outlook.com,(513) 611-5228,Vietnam
300222,20022,Ciaran,Robertson,MF,2772705,ciaran_robertson@aol.org,(498) 218-5232,Belgium
300223,20023,Minerva,YAqcel,FW,895956,minerva_ycel143@hotmail.ca,(687) 473-5263,Sweden
300224,20024,Leo,deHaas,MF,3032414,d.leo@yahoo.org,(766) 681-9074,Italy
300225,20025,Malik,Koopman,FW,2137430,m-koopman4202@outlook.ca,(707) 625-8541,Brazil
300226,20026,Malachi,Wilson,MF,3380649,wilson-malachi7977@protonmail.com,(746) 771-6918,China
300227,20027,Oleg,Stewart,MF,1519006,ostewart7840@yahoo.couk,(979) 272-8582,Peru
300228,20028,Jordan,Kraus,DF,2483341,j.kraus2625@google.org,(484) 242-3144,South Africa
300229,20029,Isaiah,Miranda,FW,2445559,imiranda9422@yahoo.ca,(178) 925-4645,Russian Federation
300230,20030,Susan,Ogunode,DF,2794606,s_ogunode1767@protonmail.couk,(514) 840-8471,Indonesia
300231,20031,Beck,Day,DF,1845758,b_day@yahoo.ca,(658) 231-6028,Pakistan
300232,20032,Elijah,Schwarz,FW,1005718,eschwarz8071@google.edu,(624) 674-8547,Netherlands
300233,20033,Harding,Fuchs,MF,843493,h.fuchs5255@protonmail.couk,(461) 666-7842,Australia
300234,20034,April,Kwee,DF,2453786,april_kwee253@outlook.edu,(354) 347-6242,Germany
300235,20035,Eagan,Plamondon,FW,1398824,plamondoneagan@yahoo.com,(778) 846-7532,Philippines
300236,20036,Nyssa,Zavala,FW,2797722,z-nyssa@google.edu,(169) 817-3504,Canada
300237,20037,Flynn,Pascal,DF,1940404,pascal_flynn1925@aol.org,(507) 447-1415,South Africa
300238,20038,Hamish,Aremu,MF,2765974,h-aremu@yahoo.com,(346) 406-2500,Colombia
300239,20039,Vaughan,Zhong,FW,2979979,v-zhong@protonmail.edu,(354) 831-2133,Philippines
300240,20040,Todd,Nijland,DF,1824907,nijland.todd@hotmail.net,(266) 953-2952,Sweden
300241,20041,Fritz,vanderMolen,MF,2982567,fvandermolen@icloud.ca,(871) 679-1503,India
300242,20042,Benedict,Pol,DF,971611,benedict-pol@outlook.com,(633) 376-7082,India
300243,20043,Julian,Braz,MF,2883193,bjulian@outlook.org,(564) 943-2794,Turkey
300244,20044,Sharon,Pal,MF,3704871,pal-sharon8572@google.com,(163) 941-2007,Peru
300245,20045,Tana,Berger,FW,3816402,tana_berger6329@outlook.couk,(276) 535-0293,Brazil
300246,20046,Patrick,GAqn,MF,1157254,gnpatrick7530@icloud.net,(813) 811-5466,Mexico
300247,20047,Nayda,Charan,DF,1553724,n_charan@aol.org,(552) 484-4449,Brazil
300248,20048,Abra,Nguyen,FW,995919,a_nguyen@outlook.edu,(220) 425-1866,Peru
300249,20049,Sawyer,Tremblay,FW,2088771,tremblay_sawyer5401@protonmail.org,(892) 845-1588,Costa Rica
300250,20050,Quinn,Chen,FW,1957712,q_chen@protonmail.com,(463) 471-6367,Russian Federation
300251,20051,Buffy,Aneke,DF,1496107,buffy_aneke@google.org,(418) 568-7193,South Africa
300252,20052,Risa,Umelo,DF,2952722,umelorisa2557@hotmail.org,(870) 383-8194,Pakistan
300253,20053,Cathleen,Iglesias,DF,1326958,iglesias.cathleen@icloud.ca,(231) 573-1123,Colombia
300254,20054,Keane,SarAo,MF,3936939,sarkeane9617@aol.net,(735) 334-8703,China
300255,20055,Tucker,Aladefa,DF,1667904,aladefa.tucker@outlook.org,(782) 674-6108,Pakistan
300256,20056,Brett,Chander,FW,1513806,c_brett7836@protonmail.couk,(702) 671-8368,China
300257,20057,Sybill,Alexandra,DF,3528557,s.alexandra@protonmail.net,(895) 249-6122,Spain
300258,20058,Lenore,Ebner,MF,3557192,ebner_lenore2688@yahoo.ca,(955) 454-1305,Sweden
300259,20059,Hadassah,Aazdemir,MF,3803061,hadassah_zdemir@protonmail.ca,(424) 226-7174,France
300260,20060,Kuame,Xavier,DF,2421783,k.xavier@yahoo.net,(671) 616-3056,Brazil
300261,20061,Haviva,WeiAY,DF,1060263,haviva.wei8117@hotmail.net,(488) 550-4068,Nigeria
300262,20062,Sacha,Magdalena,DF,1375655,m-sacha7746@google.com,(573) 952-9356,Pakistan
300263,20063,Quinlan,Adams,MF,3972658,q.adams2385@aol.org,(412) 332-9533,India
300264,20064,Hu,Schwarz,MF,3008875,shu@aol.com,(275) 732-1112,Nigeria
300265,20065,Daniel,Ranga,DF,974761,daniel_ranga@protonmail.edu,(360) 864-5560,Spain
300266,20066,Orla,SchAufer,FW,1906310,schferorla2800@hotmail.org,(580) 223-1196,Ukraine
300267,20067,Adam,Simon,MF,903737,simonadam@icloud.net,(716) 425-0558,Ukraine
300268,20068,Russell,Franken,MF,2440752,russell-franken@outlook.edu,(281) 772-6321,Indonesia
300269,20069,Jena,JAuger,MF,2939247,jena.jger@hotmail.couk,(462) 241-5204,United States
300270,20070,Macaulay,deLeeuw,DF,3765177,d-macaulay2303@outlook.ca,(268) 439-7646,Spain
300271,20071,Winifred,Srini,MF,2038553,w-srini4194@google.org,(371) 933-5186,Nigeria
300272,20072,Upton,Hoogeveen,MF,2450750,hoogeveen.upton@hotmail.ca,(764) 466-5822,Chile
300273,20073,Nelle,deCarvalho,FW,3534419,nelle-decarvalho@hotmail.org,(641) 354-3048,Brazil
300274,20074,Sydney,Gutierrez,DF,3944128,gutierrez_sydney@protonmail.net,(128) 535-0553,Germany
